x,y,z
0.006063829787234035,0.3,0.051
0.006282348305752555,0.29997394171085623,0.051
0.006491410559495661,0.2999489883668352,0.051
0.0066914893617021215,0.2999250610432852,0.051
0.006883057525610706,0.2999020808155547,0.051
0.007066587864460183,0.29987996875899203,0.051
0.007242553191489379,0.2998586459489456,0.051
0.0074114263199369645,0.29983803346076376,0.051
0.0075736800630417656,0.29981805236979486,0.051
0.007729787234042565,0.2997986237513873,0.051
0.007880220646178104,0.29977966868088957,0.051
0.00802545311268714,0.2997611082336498,0.051
0.008165957446808522,0.29974286348501666,0.051
0.008302206461780898,0.2997248555103383,0.051
0.008434672970843188,0.2997070053849632,0.051
0.008563829787234037,0.2996892341842397,0.051
0.00869014972419227,0.29967146298351627,0.051
0.008814105594956656,0.2996536128581412,0.051
0.008936170212765965,0.2996356048834628,0.051
0.009056816390858938,0.2996173601348296,0.051
0.0091765169424744,0.2995987996875899,0.051
0.009295744680851065,0.2995798446170921,0.051
0.009414972419227743,0.29956041599868455,0.051
0.009534672970843192,0.2995404349077157,0.051
0.009655319148936164,0.29951982241953384,0.051
0.009777383766745487,0.2994984996094874,0.051
0.00990133963750986,0.2994763875529247,0.051
0.010027659574468092,0.2994534073251942,0.051
0.010156816390858928,0.29942948000164427,0.051
0.01028928289992119,0.2994045266576232,0.051
0.010425531914893635,0.2993784683684795,0.051
0.010566036249014976,0.2993512262095614,0.051
0.010711268715524039,0.2993227212562174,0.051
0.010861702127659578,0.2992928745837958,0.051
0.011017809298660364,0.299261607267645,0.051
0.011180063041765165,0.2992288403831134,0.051
0.011348936170212764,0.2991944950055494,0.051
0.011524901497241946,0.29915849221030133,0.051
0.01170843183609141,0.29912075307271757,0.051
0.011900000000000008,0.2990811986681465,0.051
0.012100078802206454,0.2990397500719365,0.051
0.012309141055949574,0.298996328359436,0.051
0.01252765957446808,0.29895085460599335,0.051
0.0127561071710008,0.2989032498869568,0.051
0.012994956658786444,0.298853435277675,0.051
0.013244680851063825,0.2988013318534961,0.051
0.013244680851063825,0.2988013318534961,0.051
0.013397982716830348,0.2987568998073139,0.051
0.013550983824532306,0.2987122711758212,0.051
0.013703688850440793,0.2986674443156716,0.051
0.013856102470826762,0.29862241758351865,0.051
0.014008229361961375,0.29857718933601607,0.051
0.014160074200115655,0.29853175792981745,0.051
0.014311641661560598,0.2984861217215764,0.051
